from_type,from_id,relationship,to_type,to_id
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,22SAYPV7763CRZW
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,20SOELV7154AUZ7
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,16RNUCV0563YVZX
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,01TLXTG7331WGZ2
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,35DDMPR5986XVZY
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,22TVHPP6202IAZZ
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,02BKOLB2495WPZY
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,26YKTPZ6224A9ZY
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,02YKTPZ6224AQZR
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,26RCLJF0323YVZ3
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,04RCLJF0323YNZH
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,08BYBAH1011VBZU
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,27ZSUCJ1036MKZT
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,29PDZAL5606ASZ0
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,06NQQPY4472HPZ3
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,01MIMHZ2258RGZ6
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,36QMUBJ2635PUZU
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,18GDFBX5712POZS
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,01ANHAR2967D4ZW
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,06WCBJC5618JFZ7
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,14JXHTN3667Y5ZQ
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,17KRMAH2280H5Z7
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,21KRMAH2280HJZ4
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,21MHKGQ5458X2ZE
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,34RHBCP5429NBZ0
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,35SHYPB4339MYZD
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,02TQTFI5946D6ZP
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,33VCYCP9274PXZK
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,09VCYCP9274P5Z3
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,34UKYPI8225VZZF
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,26YWZFS3843P3Z4
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,10ZICJD5474UMZ1
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,06JISJR0069HKZG
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,12BUHHN1557FAZ2
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,20QLRJJ6143SPZR
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,04CJJGW2962SNZ4
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,24EGTCU0607B9ZY
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,22WJNGF2848XQZL
Taxpayer,Taxpayer,HAS_GSTIN,GSTIN,26WJNGF2848X6ZX
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,B2B-2425-000047
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,SI-2425-000178
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,TAX-2425-240
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,INV242500362
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,B2B-2425-000441
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,GST/2425/00497
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,GST/2425/00535
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,GST/2425/00547
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,B2B-2425-000047
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,SI-2425-000178
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,TAX-2425-240
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,INV242500362
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,B2B-2425-000441
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,GST/2425/00497
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,GST/2425/00535
GSTIN,03QAHFE7680NZZM,ISSUED_INVOICE,Invoice,GST/2425/00547
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,INV-2425-0110
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,INV2425171
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,GST242500193
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,GST-2425-250
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,2425000457
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,B2B/2425/542
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,SI24250561
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,INV-2425-0110
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,INV2425171
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,GST242500193
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,2425000457
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,B2B/2425/542
GSTIN,03QAHFE7680NZZM,RECEIVED_INVOICE,Invoice,SI24250561
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR1
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR2B
GSTIN,03QAHFE7680NZZM,FILED_RETURN,Return,GSTR3B
GSTIN,03QAHFE7680NZZM,TRANSACTS_WITH,GSTIN,15JRSBT6524ILZ6
GSTIN,03QAHFE7680NZZM,TRANSACTS_WITH,GSTIN,10NGQBJ4498IOZV
GSTIN,03QAHFE7680NZZM,TRANSACTS_WITH,GSTIN,16IBMPF0580C3ZS
GSTIN,03QAHFE7680NZZM,TRANSACTS_WITH,GSTIN,20KPNGG6321U7ZL
GSTIN,03QAHFE7680NZZM,TRANSACTS_WITH,GSTIN,18PSFGQ4980NTZ8
GSTIN,03QAHFE7680NZZM,TRANSACTS_WITH,GSTIN,20LABCR0354BEZN
GSTIN,03QAHFE7680NZZM,TRANSACTS_WITH,GSTIN,23ZNYBI1921NDZD
GSTIN,03QAHFE7680NZZM,TRANSACTS_WITH,GSTIN,09VCYCP9274P5Z3
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,B2B/2425/040
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,GST242500041
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,SI2425154
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,GST-2425-000160
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,B2B-2425-210
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,2425/445
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,GST2425000465
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,GST2425487
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,TAX-2425-000510
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,242500576
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,B2B/2425/040
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,GST242500041
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,SI2425154
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,GST-2425-000160
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,B2B-2425-210
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,2425/445
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,GST2425000465
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,GST2425487
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,TAX-2425-000510
GSTIN,06LHWCW4227D3ZC,ISSUED_INVOICE,Invoice,242500576
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,GST/2425/043
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,SI-2425-000064
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,2425-000137
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,INV24250224
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,2425-000307
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,GST2425321
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,SI/2425/461
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,GST/2425/00481
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,B2B-2425-00544
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,GST/2425/043
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,SI-2425-000064
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,2425-000137
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,INV24250224
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,2425-000307
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,GST2425321
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,SI/2425/461
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,GST/2425/00481
GSTIN,06LHWCW4227D3ZC,RECEIVED_INVOICE,Invoice,B2B-2425-00544
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR1
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR2B
GSTIN,06LHWCW4227D3ZC,FILED_RETURN,Return,GSTR3B
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,20OUNAT3098ZWZV
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,07UECLL4476UDZZ
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,20KPNGG6321U7ZL
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,20LABCR0354BEZN
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,07LABCR0354BNZ2
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,01TLXTG7331WGZ2
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,22TVHPP6202IAZZ
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,26YKTPZ6224A9ZY
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,01ANHAR2967D4ZW
GSTIN,06LHWCW4227D3ZC,TRANSACTS_WITH,GSTIN,24EGTCU0607B9ZY
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,SI/2425/022
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,B2B2425071
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,2425-000141
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,B2B2425142
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,INV2425000199
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,2425-00256
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,GST/2425/000447
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,GST24250546
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,SI/2425/022
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,B2B2425071
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,2425-000141
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,B2B2425142
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,INV2425000199
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,2425-00256
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,GST/2425/000447
GSTIN,05NZJPJ8685W7ZH,ISSUED_INVOICE,Invoice,GST24250546
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,INV/2425/0004
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,B2B/2425/00011
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,242500063
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,B2B/2425/000113
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,TAX/2425/000150
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,SI2425000380
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,INV-2425-000381
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,SI/2425/000382
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,TAX/2425/00410
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,TAX/2425/0502
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,INV2425000533
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,INV/2425/0004
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,B2B/2425/00011
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,B2B/2425/000113
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,TAX/2425/000150
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,SI2425000380
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,INV-2425-000381
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,SI/2425/000382
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,TAX/2425/00410
GSTIN,05NZJPJ8685W7ZH,RECEIVED_INVOICE,Invoice,INV2425000533
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR1
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR2B
GSTIN,05NZJPJ8685W7ZH,FILED_RETURN,Return,GSTR3B
GSTIN,05NZJPJ8685W7ZH,TRANSACTS_WITH,GSTIN,01DEMBO8806RVZQ
GSTIN,05NZJPJ8685W7ZH,TRANSACTS_WITH,GSTIN,20LABCR0354BEZN
GSTIN,05NZJPJ8685W7ZH,TRANSACTS_WITH,GSTIN,27BMFJL3720GXZO
GSTIN,05NZJPJ8685W7ZH,TRANSACTS_WITH,GSTIN,20SOELV7154AUZ7
GSTIN,05NZJPJ8685W7ZH,TRANSACTS_WITH,GSTIN,01TLXTG7331WGZ2
GSTIN,05NZJPJ8685W7ZH,TRANSACTS_WITH,GSTIN,29PDZAL5606ASZ0
GSTIN,05NZJPJ8685W7ZH,TRANSACTS_WITH,GSTIN,09VCYCP9274P5Z3
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,TAX242500003
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,SI242500225
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,B2B-2425-00287
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,INV24250295
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,TAX24250341
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,2425-0405
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,B2B2425494
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,TAX/2425/000548
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,GST-2425-559
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,TAX242500003
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,SI242500225
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,B2B-2425-00287
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,INV24250295
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,TAX24250341
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,2425-0405
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,B2B2425494
